TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:3433377	AT1G42170	AT1G42170.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 4.7e-127 P-value blast match to GB:CAA73042 polyprotein (Gypsy_Ty3-element) (Ananas comosus);(source:TAIR10)		 	false
Gene:504952827	AT5G44925	AT5G44925.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 0. P-value blast match to GB:AAC02666 polyprotein (Ty1_Copia-element) (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:504952830	AT5G35425	AT5G35425.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein;(source:TAIR10)		 	false
Gene:504952873	AT5G31905	AT5G31905.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 1.1e-09 P-value blast match to GB:AAC24836 pol polyprotein (Ty1_Copia-element) (Candida albicans);(source:TAIR10)		 	false
Gene:504952874	AT5G31572	AT5G31572.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein, similar to putative Athila retroelement ORF1 protein;(source:TAIR10)		 	false
Gene:1005714302	AT4G06708	AT4G06708.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 3.9e-289 P-value blast match to GB:CAA57397 Athila ORF 1 (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:1006227954	AT5G30628	AT5G30628.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein;(source:TAIR10)		 	false
Gene:1006228157	AT2G04043	AT2G04043.1	transposable_element_gene	transposable_element_gene;(source:Araport11);hAT-like transposase family (hobo/Ac/Tam3), has a 3.7e-41 P-value blast match to GB:AAD24567 transposase Tag2 (hAT-element) (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:1006228158	AT2G04042	AT2G04042.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 3.0e-26 P-value blast match to GB:CAA57397 Athila ORF 1 (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:1006227903	AT2G14535	AT2G14535.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 1.2e-19 P-value blast match to GB:CAA37925 orf 3 (Ty1_Copia-element) (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:1006228228	AT2G14455	AT2G14455.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to replication protein-related [Arabidopsis thaliana] (TAIR:AT1G35930.1);(source:TAIR10)		 	false
Gene:1006228308	AT2G05475	AT2G05475.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein;(source:TAIR10)		 	false
Gene:1006229105	AT5G15995	AT5G15995.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-like transposase family, has a 1.2e-36 P-value blast match to GB:AAA21566 mudrA of transposon=MuDR (MuDr-element) (Zea mays);(source:TAIR10)		 	false
Gene:4010712660	AT3G31442	AT3G31442.1	transposable_element_gene	Member of Sadhu non-coding retrotransposon family	SADHU NON-CODING RETROTRANSPOSON 7-2; SADHU7-2	 	false
Gene:1006229167	AT5G36825	AT5G36825.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-like transposase family, has a 4.2e-83 P-value blast match to O65231 /281-442 Pfam PF03108 MuDR family transposase (MuDr-element domain);(source:TAIR10)		 	false
Gene:2134851	AT4G04300	AT4G04300.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, similar to putative helicase,  blastp match of 38%25 identity and 2.6e-40 P-value to GP|21104536|dbj|BAB93131.1||AP003196 putative helicase {Oryza sativa (japonica cultivar-group)};(source:TAIR10)		 	false
Gene:2135441	AT4G05570	AT4G05570.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G42460.1);(source:TAIR10)		 	false
Gene:2823665	AT1G44707	AT1G44707.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein;(source:TAIR10)		 	false
Gene:2824407	AT1G54926	AT1G54926.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G47240.1);(source:TAIR10)		 	false
Gene:2825623	AT1G37090	AT1G37090.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 1.8e-88 P-value blast match to GB:CAA57397 Athila ORF 1 (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:2827226	AT1G35360	AT1G35360.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 7.5e-38 P-value blast match to GB:AAA57005 Hopscotch polyprotein (Ty1_Copia-element) (Zea mays);(source:TAIR10)		 	false
Gene:3436825	AT2G05435	AT2G05435.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 6.5e-19 P-value blast match to GB:NP_038602 L1 repeat, Tf subfamily, member 18 (LINE-element) (Mus musculus);(source:TAIR10)		 	false
Gene:2826301	AT1G36305	AT1G36305.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 0. P-value blast match to GB:AAD27547 polyprotein (Gypsy_Ty3-element) (Oryza sativa subsp. indica);(source:TAIR10)		 	false
Gene:2826717	AT1G21945	AT1G21945.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 1.7e-243 P-value blast match to gb|AAO73529.1| gag-pol polyprotein (Glycine max) (SIRE1) (Ty1_Copia-family);(source:TAIR10)		 	false
Gene:2196229	AT1G58020	AT1G58020.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 3.7e-49 P-value blast match to GB:NP_038603 L1 repeat, Tf subfamily, member 23 (LINE-element) (Mus musculus);(source:TAIR10)		 	false
Gene:504952950	AT5G29046	AT5G29046.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein;(source:TAIR10)		 	false
Gene:504952962	AT5G33306	AT5G33306.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 5.7e-209 P-value blast match to GB:AAD19359 polyprotein (gypsy_Ty3-element) (Sorghum bicolor);(source:TAIR10)		 	false
Gene:1006229319	AT5G35657	AT5G35657.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-like transposase family, has a 1.1e-79 P-value blast match to O65231 /281-442 Pfam PF03108 MuDR family transposase (MuDr-element domain);(source:TAIR10)		 	false
Gene:1006229433	AT5G32483	AT5G32483.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein;(source:TAIR10)		 	false
Gene:2013209	AT1G36190	AT1G36190.1	transposable_element_gene	transposable_element_gene;(source:Araport11);CACTA-like transposase family (Ptta/En/Spm), has a 8.5e-119 P-value blast match to At1g36190.1/92-340 CACTA-like transposase family (Ptta/En/Spm) (CACTA-element) (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:2020107	AT1G54430	AT1G54430.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G13250.1);(source:TAIR10)		 	false
Gene:2042224	AT2G13170	AT2G13170.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 2.2e-88 P-value blast match to GB:AAD22153 polyprotein (Gypsy_Ty3-element) (Sorghum bicolor);(source:TAIR10)		 	false
Gene:2045023	AT2G05030	AT2G05030.1	transposable_element_gene	transposable_element_gene;(source:Araport11);contains domain GAG/POL/ENV POLYPROTEIN (PTHR10178);(source:TAIR10)		 	false
Gene:2047466	AT2G07460	AT2G07460.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein;(source:TAIR10)		 	false
Gene:2045928	AT2G11970	AT2G11970.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-like transposase family, has a 3.1e-30 P-value blast match to O80466 /172-336 Pfam PF03108 MuDR family transposase (MuDr-element domain);(source:TAIR10)		 	false
Gene:2046093	AT2G12430	AT2G12430.1	transposable_element_gene	hAT-like transposase family (hobo/Ac/Tam3), has a 4.6e-33 P-value blast match to GB:CAA29005 ORFa 
of Maize Ac (hAT-element) (Zea mays);(source:TAIR10)		 	false
Gene:2051642	AT2G02200	AT2G02200.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein, similar to At2g04970, At2g15200, At1g32830, At2g14140, At3g30450, At4g03990, At5g34895, At3g47270;(source:TAIR10)		 	false
Gene:2053347	AT2G07550	AT2G07550.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 4.7e-313 P-value blast match to GB:CAA31653 polyprotein (Ty1_Copia-element) (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:3437293	AT2G10730	AT2G10730.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein, similar to  MURA transposase of maize Mutator transposon;(source:TAIR10)		 	false
Gene:504954243	AT5G30102	AT5G30102.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 7.3e-270 P-value blast match to GB:AAD27547 polyprotein (Gypsy_Ty3-element) (Oryza sativa subsp. indica);(source:TAIR10)		 	false
Gene:504953412	AT4G07668	AT4G07668.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 2.5e-141 P-value blast match to GB:AAD22153 polyprotein (Gypsy_Ty3-element) (Sorghum bicolor);(source:TAIR10)		 	false
Gene:504953465	AT3G42471	AT3G42471.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 0. P-value blast match to GB:BAA22288 pol polyprotein (Ty1_Copia-element) (Oryza australiensis)GB:BAA22288 polyprotein (Ty1_Copia-element) (Oryza australiensis)gi|2443320|dbj|BAA22288.1| polyprotein (RIRE1) (Oryza australiensis) (Ty1_Copia-element);(source:TAIR10)		 	false
Gene:504953522	AT3G42792	AT3G42792.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-related transposase, temporary automated functional assignment;(source:TAIR10)		 	false
Gene:504953532	AT3G43523	AT3G43523.1	transposable_element_gene	transposable_element_gene;(source:Araport11);hAT-like transposase family (hobo/Ac/Tam3), has a 3.0e-50 P-value blast match to GB:CAA29005 ORFa of Maize Ac (hAT-element) (Zea mays);(source:TAIR10)		 	false
Gene:2828712	AT3G32095	AT3G32095.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein;(source:TAIR10)		 	false
Gene:2828732	AT3G32115	AT3G32115.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 1.7e-25 P-value blast match to GB:NP_038605 L1 repeat, Tf subfamily, member 30 (LINE-element) (Mus musculus);(source:TAIR10)		 	false
Gene:2013647	AT1G29650	AT1G29650.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 1.5e-28 P-value blast match to GB:NP_038603 L1 repeat, Tf subfamily, member 23 (LINE-element) (Mus musculus);(source:TAIR10)		 	false
Gene:2019523	AT1G67240	AT1G67240.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-like transposase family, has a 4.5e-23 P-value blast match to GB:AAA21566 mudrA of transposon=MuDR (MuDr-element) (Zea mays);(source:TAIR10)		 	false
Gene:2029631	AT1G37170	AT1G37170.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-like transposase family, has a 1.1e-84 P-value blast match to O22278 /203-375 Pfam PF03108 MuDR family transposase (MuDr-element domain);(source:TAIR10)		 L mature pollen stage, M germinated pollen stage, pollen	false
Gene:2033552	AT1G41870	AT1G41870.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G42120.1);(source:TAIR10)		 	false
Gene:2033806	AT1G32390	AT1G32390.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G11710.1);(source:TAIR10)		 	false
Gene:2051198	AT2G05110	AT2G05110.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 2.6e-51 P-value blast match to GB:NP_038603 L1 repeat, Tf subfamily, member 23 (LINE-element) (Mus musculus);(source:TAIR10)		 	false
Gene:2051586	AT2G06070	AT2G06070.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 4.1e-114 P-value blast match to gb|AAO73527.1| gag-pol polyprotein (Glycine max) (SIRE1) (Ty1_Copia-family);(source:TAIR10)		 	false
Gene:2050930	AT2G45230	AT2G45230.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 3.9e-46 P-value blast match to GB:AAB41224 ORF2 (LINE-element) (Rattus norvegicus);(source:TAIR10)		 plant sperm cell	false
Gene:2060489	AT2G14950	AT2G14950.1	transposable_element_gene	transposable_element_gene;(source:Araport11);hAT-like transposase family (hobo/Ac/Tam3), has a 1.5e-57 P-value blast match to GB:AAD24567 transposase Tag2 (hAT-element) (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:504953249	AT4G08107	AT4G08107.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family, has a 1.4e-71 P-value blast match to T13P21 reverse transcriptase (from Dan Voytas http://www.public.iastate.edu/~voytas) (Gypsy_Ty3-family);(source:TAIR10)		 	false
Gene:1005716094	AT5G31945	AT5G31945.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 7.4e-299 P-value blast match to GB:CAA57397 Athila ORF 1 (Arabidopsis thaliana);(source:TAIR10)		 	false
Gene:504953471	AT3G42545	AT3G42545.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 5.5e-26 P-value blast match to GB:NP_038605 L1 repeat, Tf subfamily, member 30 (LINE-element) (Mus musculus);(source:TAIR10)		 	false
Gene:504953472	AT3G42433	AT3G42433.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 0.00033 P-value blast match to GB:AAD12998 pol polyprotein (Ty1_Copia-element) (Zea mays);(source:TAIR10)		 	false
Gene:504953602	AT3G30766	AT3G30766.1	transposable_element_gene	transposable_element_gene;(source:Araport11);pseudogene, hypothetical protein, temporary automated functional assignment;(source:TAIR10)		 	false
Gene:2828656	AT3G32393	AT3G32393.1	transposable_element_gene	pseudogene of Ulp1 protease family protein		 	false
Gene:2056523	AT2G05800	AT2G05800.1	transposable_element_gene	transposable_element_gene;(source:Araport11);Mutator-like transposase family, has a 3.1e-19 P-value blast match to Q9SJR8 /172-333 Pfam PF03108 MuDR family transposase (MuDr-element domain);(source:TAIR10)		 	false
Gene:2060065	AT2G05780	AT2G05780.1	transposable_element_gene	transposable_element_gene;(source:Araport11);non-LTR retrotransposon family (LINE), has a 2.5e-37 P-value blast match to GB:NP_038603 L1 repeat, Tf subfamily, member 23 (LINE-element) (Mus musculus);(source:TAIR10)		 	false
Gene:2058103	AT2G14330	AT2G14330.1	transposable_element_gene	transposable_element_gene;(source:Araport11);similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G45350.1);(source:TAIR10)		 	false
Gene:2058278	AT2G04490	AT2G04490.1	transposable_element_gene	transposable_element_gene;(source:Araport11);copia-like retrotransposon family, has a 0. P-value blast match to GB:CAA72989 open reading frame 1 (Ty1_Copia-element) (Brassica oleracea);(source:TAIR10)		 	false
Gene:2063713	AT2G12570	AT2G12570.1	transposable_element_gene	transposable_element_gene;(source:Araport11);gypsy-like retrotransposon family (Athila), has a 2.7e-216 P-value blast match to GB:CAA57397 Athila ORF 1 (Arabidopsis thaliana);(source:TAIR10)		 	false
